epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/dis_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/dis_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,gated/target_sparsity,gated/expected_sparsity,gated/sparsity_penalty,gated/lambda1,gated/lambda2
32,535.895,0.91863,0.55222,0.9056,2.75428,0.97083,0.97053,0.98509,0.76247,0.75846,0.4304,0.88078,0,0.00013862,0.00013862,0.00013862,0.013862,-0.013862,0.3,0.0388008,2.45286,-7.4234,7.59213
33,552.634,0.90342,0.54382,0.904,2.73968,0.96545,0.97182,0.98566,0.77753,0.72947,0.42531,0.87513,0,0.00013664,0.00013664,0.00013664,0.013664,-0.013664,0.3,0.0391366,2.50131,-7.58415,7.74327
34,569.173,0.91245,0.54854,0.9043,2.73078,0.96917,0.96141,0.98223,0.75293,0.80513,0.44802,0.88752,0,0.00013466,0.00013466,0.00013466,0.013466,-0.013466,0.3,0.0394426,2.55342,-7.75565,7.90465
35,586.173,0.91135,0.54535,0.9057,2.61674,0.9707,0.96377,0.98514,0.7722,0.7462,0.42978,0.87766,0,0.00013268,0.00013268,0.00013268,0.013268,-0.013268,0.3,0.0396964,2.60099,-7.91157,8.05147
36,603.136,0.92574,0.54863,0.8994,2.63853,0.96287,0.96668,0.98332,0.68868,0.97079,0.4723,0.9188,0,0.0001307,0.0001307,0.0001307,0.01307,-0.01307,0.3,0.0399245,2.65213,-8.07791,8.20823
37,619.584,0.90455,0.53857,0.89697,2.52115,0.97152,0.96233,0.98439,0.76752,0.76033,0.42382,0.8806,0,0.00012872,0.00012872,0.00012872,0.012872,-0.012872,0.3,0.0401167,2.69873,-8.2291,8.35085
38,636.821,0.90483,0.53454,0.90285,2.50128,0.97747,0.95714,0.98393,0.75777,0.78663,0.43471,0.88849,0,0.00012674,0.00012674,0.00012674,0.012674,-0.012674,0.3,0.0403106,2.7485,-8.39036,8.50312
39,653.443,0.89763,0.54107,0.89985,2.44034,0.9719,0.96539,0.98824,0.77865,0.73783,0.41087,0.87535,0,0.00012476,0.00012476,0.00012476,0.012476,-0.012476,0.3,0.0404737,2.79382,-8.53689,8.6416
40,670.103,0.89394,0.52586,0.8992,2.42142,0.96821,0.97092,0.98784,0.77338,0.74909,0.41302,0.87656,0,0.00012278,0.00012278,0.00012278,0.012278,-0.012278,0.3,0.0406442,2.84212,-8.6931,8.78938
41,686.842,0.89558,0.52858,0.89959,2.38789,0.97324,0.96965,0.98221,0.71822,0.88964,0.46182,0.90593,0,0.0001208,0.0001208,0.0001208,0.01208,-0.01208,0.3,0.0407919,2.88602,-8.83498,8.92372
42,703.555,0.90042,0.53354,0.89997,2.35051,0.96846,0.96345,0.98225,0.71698,0.87874,0.45371,0.90207,0,0.00011882,0.00011882,0.00011882,0.011882,-0.011882,0.3,0.0409482,2.93277,-8.98617,9.067
43,720.095,0.88063,0.521,0.89934,2.28737,0.9648,0.96772,0.98511,0.76284,0.7654,0.43185,0.88026,0,0.00011684,0.00011684,0.00011684,0.011684,-0.011684,0.3,0.0410935,2.97509,-9.12341,9.19719
44,736.831,0.90057,0.53128,0.89844,2.31211,0.9752,0.9631,0.98489,0.76602,0.75652,0.4164,0.87811,0,0.00011486,0.00011486,0.00011486,0.011486,-0.011486,0.3,0.0412286,3.02037,-9.26958,9.33595
45,753.615,0.88967,0.5295,0.89768,2.18527,0.96537,0.97291,0.98637,0.76807,0.76265,0.41655,0.88123,0,0.00011288,0.00011288,0.00011288,0.011288,-0.011288,0.3,0.04134,3.06159,-9.40219,9.46196
46,770.625,0.91265,0.53495,0.90225,2.21703,0.96846,0.96068,0.98279,0.71532,0.89938,0.45565,0.90523,0,0.0001109,0.0001109,0.0001109,0.01109,-0.01109,0.3,0.0414508,3.10553,-9.54335,9.5962
47,787.083,0.91195,0.52365,0.90329,2.17561,0.9712,0.96142,0.98324,0.72858,0.87385,0.44206,0.90199,0,0.00010892,0.00010892,0.00010892,0.010892,-0.010892,0.3,0.0415411,3.14549,-9.67135,9.71803
48,804.02,0.89281,0.52651,0.89297,2.20028,0.97368,0.96144,0.98207,0.7398,0.83619,0.43507,0.89516,0,0.00010694,0.00010694,0.00010694,0.010694,-0.010694,0.3,0.0416256,3.18814,-9.80752,9.84775
49,820.56,0.91664,0.53693,0.89971,2.17146,0.97775,0.96446,0.98434,0.77392,0.72312,0.40422,0.87221,0,0.00010496,0.00010496,0.00010496,0.010496,-0.010496,0.3,0.041692,3.22692,-9.93092,9.96541
50,837.917,0.88087,0.52185,0.89786,2.1432,0.97385,0.96775,0.98486,0.77378,0.74381,0.40881,0.87642,0,0.00010298,0.00010298,0.00010298,0.010298,-0.010298,0.3,0.0417561,3.26824,-10.0621,10.0906
51,854.236,0.87637,0.51434,0.89481,2.08191,0.96924,0.97209,0.98669,0.77283,0.73399,0.40683,0.87489,0,0.000101,0.000101,0.000101,0.0101,-0.0101,0.3,0.0418109,3.3057,-10.1809,10.2041
52,871.003,0.89369,0.52896,0.8975,2.07837,0.97635,0.96259,0.98452,0.77183,0.76149,0.41393,0.88171,0,9.902e-05,9.902e-05,9.902e-05,0.009902,-0.009902,0.3,0.0418613,3.3456,-10.3071,10.3248
53,887.574,0.88957,0.52579,0.899,2.06428,0.97317,0.9682,0.98629,0.77285,0.72873,0.40777,0.87472,0,9.704e-05,9.704e-05,9.704e-05,0.009704,-0.009704,0.3,0.0419055,3.38173,-10.4213,10.434
54,904.213,0.88315,0.51627,0.89547,2.02806,0.97464,0.96005,0.98453,0.76778,0.74516,0.41468,0.87751,0,9.506e-05,9.506e-05,9.506e-05,0.009506,-0.009506,0.3,0.041956,3.42001,-10.5426,10.5501
55,920.533,0.86821,0.51258,0.89263,2.01386,0.97047,0.96907,0.98334,0.77365,0.73184,0.40209,0.87498,0,9.308e-05,9.308e-05,9.308e-05,0.009308,-0.009308,0.3,0.0420034,3.45459,-10.6522,10.6552
56,937.282,0.87154,0.51203,0.89665,1.98166,0.96317,0.97317,0.98467,0.74642,0.81755,0.42229,0.88704,0,9.11e-05,9.11e-05,9.11e-05,0.00911,-0.00911,0.3,0.042053,3.49126,-10.7685,10.7667
57,954.196,0.8851,0.51802,0.89705,2.00565,0.96724,0.96807,0.98296,0.76644,0.75972,0.41531,0.88042,0,8.912e-05,8.912e-05,8.912e-05,0.008912,-0.008912,0.3,0.0420994,3.52435,-10.8735,10.8675
58,970.954,0.87981,0.51054,0.89144,1.97397,0.97032,0.96922,0.98523,0.76516,0.77075,0.40739,0.88307,0,8.714e-05,8.714e-05,8.714e-05,0.008714,-0.008714,0.3,0.0421513,3.55936,-10.9847,10.9744
59,987.449,0.86333,0.51156,0.89444,1.91208,0.96877,0.96984,0.98496,0.7724,0.73402,0.39797,0.87686,0,8.516e-05,8.516e-05,8.516e-05,0.008516,-0.008516,0.3,0.042204,3.59084,-11.0851,11.0709
