name,source_checkpoint,engine,input_shape,output_shape_before_export,class_count,class_names,precision,dynamic,batch_size,calibration_split,calibration_count,calibration_seed,calibration_manifest,calibration_cache,calibration_algorithm,parameters,counted_parameters,macs,gmacs,flops_estimate,gflops_estimate,gpu_name,torch_version,cuda_version,tensorrt_version,ultralytics_version
p30_direct,outputs/finetune_direct/p30_adamw_exact/weights/best.pt,outputs/deployment_optimization/int8_ptq/p30_direct/model.engine,"[1, 3, 640, 640]","[1, 10, 8400]",6,"['open', 'short', 'mousebite', 'spur', 'copper', 'pin-hole']",int8_ptq,False,1,train,500,42,outputs/deployment_optimization/int8_ptq/p30_direct/calibration_images.txt,outputs/deployment_optimization/int8_ptq/p30_direct/calibration.cache,MINMAX_CALIBRATION (Ultralytics 8.4.115 TensorRT exporter),1452562,1452562,1961891200,1.9618912,3923782400,3.9237824,Tesla T4,2.10.0+cu128,12.8,10.16.1.11,8.4.115
