benchmark_iterations,error,groups,height,input_channels,kernel,layer_name,layer_type,mean_latency_ms,median_latency_ms,native_input_channels,native_output_channels,output_channels,output_height,output_width,p95_latency_ms,precision,profile_wall_time_seconds,repeat_median_latency_ms,reproducibility_relative_error,stage3_targeted_refinement,status,stride,tactic_name,tactic_value,tensorrt_layer_type,warmup_iterations,width
200,,1,640,3,3,model.0.conv,Conv2d,0.09346176017075777,0.09137600287795067,3,16,8,320,320,0.1065839987248182,fp16,2.1231888459988113,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x5d2e9761256bbcd1,CaskConvolution,50,640
200,,1,640,3,3,model.0.conv,Conv2d,0.12936607968062164,0.12584000080823898,3,16,16,320,320,0.14579040631651874,fp16,0.9495746939974197,0.12902399897575378,0.025301956031983264,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc8,0x60960abcd63a734f,CaskConvolution,50,640
200,,1,320,8,3,model.1.conv,Conv2d,0.03881760025396943,0.03702399879693985,16,32,8,160,160,0.04522880036383861,fp16,0.7748111049986619,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4,0xe52152db1090938b,CaskConvolution,50,320
200,,1,320,8,3,model.1.conv,Conv2d,0.04286703992635012,0.040463998913764954,16,32,16,160,160,0.05920959934592243,fp16,0.783468861001893,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x041c3dae44ed9a7d,CaskConvolution,50,320
200,,1,320,8,3,model.1.conv,Conv2d,0.051554720252752304,0.04915200173854828,16,32,24,160,160,0.06355679929256437,fp16,0.7875037699996028,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0xd15fd3ec25fa5e84,CaskConvolution,50,320
200,,1,320,8,3,model.1.conv,Conv2d,0.055859679840505126,0.05422399938106537,16,32,32,160,160,0.0668592020869255,fp16,0.7643497370008845,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x39a3504f7eeb810b,CaskConvolution,50,320
200,,1,320,16,3,model.1.conv,Conv2d,0.06288351995870471,0.06124800071120262,16,32,8,160,160,0.07378720231354234,fp16,0.7430431069988117,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4,0x33509f977ccad5d4,CaskConvolution,50,320
200,,1,320,16,3,model.1.conv,Conv2d,0.0647775999456644,0.06348799914121628,16,32,16,160,160,0.07409759797155857,fp16,0.7059081779989356,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4,0xe52152db1090938b,CaskConvolution,50,320
200,,1,320,16,3,model.1.conv,Conv2d,0.0716243202984333,0.07088000327348709,16,32,24,160,160,0.07580000311136245,fp16,0.7003031130007003,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0xd15fd3ec25fa5e84,CaskConvolution,50,320
200,,1,320,16,3,model.1.conv,Conv2d,0.07974575940519571,0.07782399654388428,16,32,32,160,160,0.09125600159168243,fp16,0.713398881998728,0.07894399762153625,0.01439146185483315,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0xd15fd3ec25fa5e84,CaskConvolution,50,320
200,,1,160,8,1,model.2.cv1.conv,Conv2d,0.027646240135654806,0.024687999859452248,32,32,8,160,160,0.04122080039232967,fp16,1.3007236150006065,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc8,0x3c1c5eb4bfc9a68c,CaskConvolution,50,160
200,,1,160,8,1,model.2.cv1.conv,Conv2d,0.032344960048794745,0.028672000393271446,32,32,16,160,160,0.05417759884148835,fp16,1.1860181869997177,,,,success,1,volta_fp16x2_hcudnn_fp16x2_128x32_relu_interior_nn_v1,0xc72182f0fce13bb0,CaskConvolution,50,160
200,,1,160,8,1,model.2.cv1.conv,Conv2d,0.03559631984680891,0.03190400078892708,32,32,24,160,160,0.06062239855527873,fp16,1.084152922998328,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc8,0x3c1c5eb4bfc9a68c,CaskConvolution,50,160
200,,1,160,8,1,model.2.cv1.conv,Conv2d,0.04325871981680393,0.040431998670101166,32,32,32,160,160,0.060639999620616426,fp16,1.1017397880023054,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x5d2e9761256bbcd1,CaskConvolution,50,160
200,,1,160,16,1,model.2.cv1.conv,Conv2d,0.02806432013399899,0.02473600022494793,32,32,8,160,160,0.04550079908221956,fp16,1.220104469000944,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc2,0x07398cf013b38640,CaskConvolution,50,160
200,,1,160,16,1,model.2.cv1.conv,Conv2d,0.02585744010284543,0.023679999634623528,32,32,16,160,160,0.0392432004213333,fp16,1.1400810339982854,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x041c3dae44ed9a7d,CaskConvolution,50,160
200,,1,160,16,1,model.2.cv1.conv,Conv2d,0.04115904007107019,0.03798399865627289,32,32,24,160,160,0.06297440007328975,fp16,1.1563730750021932,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0xb5d214c27e7a635e,CaskConvolution,50,160
200,,1,160,16,1,model.2.cv1.conv,Conv2d,0.0459633600525558,0.043007999658584595,32,32,32,160,160,0.06349599920213223,fp16,1.1644363300001714,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x39a3504f7eeb810b,CaskConvolution,50,160
200,,1,160,24,1,model.2.cv1.conv,Conv2d,0.031438240008428694,0.028192000463604927,32,32,8,160,160,0.05818559881299729,fp16,1.1114229790000536,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,24,1,model.2.cv1.conv,Conv2d,0.038351679891347884,0.034591998904943466,32,32,16,160,160,0.06174719855189313,fp16,1.0978430309987743,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4,0xe52152db1090938b,CaskConvolution,50,160
200,,1,160,24,1,model.2.cv1.conv,Conv2d,0.046191039960831404,0.042688000947237015,32,32,24,160,160,0.06477120146155357,fp16,1.1121470680009224,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x5d2e9761256bbcd1,CaskConvolution,50,160
200,,1,160,24,1,model.2.cv1.conv,Conv2d,0.05176160030066967,0.04912000149488449,32,32,32,160,160,0.06563840024173258,fp16,1.1088179530015623,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc4,0xb06d1a39bf5844d9,CaskConvolution,50,160
200,,1,160,32,1,model.2.cv1.conv,Conv2d,0.03819984018802643,0.034912001341581345,32,32,8,160,160,0.0533183993771672,fp16,1.2431333210006414,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,32,1,model.2.cv1.conv,Conv2d,0.04295375989750028,0.038816001266241074,32,32,16,160,160,0.07141759917140003,fp16,1.2430406080020475,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,32,1,model.2.cv1.conv,Conv2d,0.04804992018267512,0.046431999653577805,32,32,24,160,160,0.05509440135210748,fp16,1.1978450780006824,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc8,0x3c1c5eb4bfc9a68c,CaskConvolution,50,160
200,,1,160,32,1,model.2.cv1.conv,Conv2d,0.05215087987482548,0.05119999870657921,32,32,32,160,160,0.05897120106965299,fp16,1.2378196099998604,0.05177599936723709,0.011250013187673508,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x39a3504f7eeb810b,CaskConvolution,50,160
200,,1,160,8,3,model.2.m.0.cv1.conv,Conv2d,0.03225600006990135,0.028543999418616295,16,16,8,160,160,0.05959680136293166,fp16,0.8405556809993868,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,8,3,model.2.m.0.cv2.conv,Conv2d,0.03225600006990135,0.028543999418616295,16,16,8,160,160,0.05959680136293166,fp16,0.8405556809993868,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,8,3,model.2.m.0.cv1.conv,Conv2d,0.026341119967401027,0.026048000901937485,16,16,16,160,160,0.028387200087308884,fp16,0.8337066120002419,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x041c3dae44ed9a7d,CaskConvolution,50,160
200,,1,160,8,3,model.2.m.0.cv2.conv,Conv2d,0.026341119967401027,0.026048000901937485,16,16,16,160,160,0.028387200087308884,fp16,0.8337066120002419,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x041c3dae44ed9a7d,CaskConvolution,50,160
200,,1,160,16,3,model.2.m.0.cv1.conv,Conv2d,0.035673279929906127,0.030608000233769417,16,16,8,160,160,0.0676143996417522,fp16,0.8271716509989346,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,16,3,model.2.m.0.cv2.conv,Conv2d,0.035673279929906127,0.030608000233769417,16,16,8,160,160,0.0676143996417522,fp16,0.8271716509989346,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,16,3,model.2.m.0.cv1.conv,Conv2d,0.0320620799716562,0.03046399913728237,16,16,16,160,160,0.03884800150990486,fp16,0.8406160419981461,0.031055999919772148,0.01943279934528608,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,16,3,model.2.m.0.cv2.conv,Conv2d,0.0320620799716562,0.03046399913728237,16,16,16,160,160,0.03884800150990486,fp16,0.8406160419981461,0.031055999919772148,0.01943279934528608,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,8,1,model.2.cv2.conv,Conv2d,0.028488480104133487,0.024752000346779823,48,32,8,160,160,0.0512015987187624,fp16,0.08736792299896479,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc8,0x3c1c5eb4bfc9a68c,CaskConvolution,50,160
200,,1,160,8,1,model.2.cv2.conv,Conv2d,0.030798560082912443,0.028672000393271446,48,32,16,160,160,0.04496479965746403,fp16,0.08913627400033874,,,,success,1,volta_fp16x2_hcudnn_fp16x2_128x32_relu_interior_nn_v1,0xc72182f0fce13bb0,CaskConvolution,50,160
200,,1,160,8,1,model.2.cv2.conv,Conv2d,0.036380959926173094,0.03182400017976761,48,32,24,160,160,0.0645327992737293,fp16,0.09251506500004325,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc8,0x3c1c5eb4bfc9a68c,CaskConvolution,50,160
200,,1,160,8,1,model.2.cv2.conv,Conv2d,0.04655951993539929,0.040863998234272,48,32,32,160,160,0.07380640245974061,fp16,0.09246824799993192,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x5d2e9761256bbcd1,CaskConvolution,50,160
200,,1,160,24,1,model.2.cv2.conv,Conv2d,0.032633279962465164,0.0285279992967844,48,32,8,160,160,0.06117759924381967,fp16,0.09278616099982173,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,24,1,model.2.cv2.conv,Conv2d,0.036590880136936905,0.03436800092458725,48,32,16,160,160,0.05285279992967843,fp16,0.09063924699876225,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4,0xe52152db1090938b,CaskConvolution,50,160
200,,1,160,24,1,model.2.cv2.conv,Conv2d,0.04597071995958686,0.043007999658584595,48,32,24,160,160,0.06350559927523136,fp16,0.09321168799942825,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x5d2e9761256bbcd1,CaskConvolution,50,160
200,,1,160,24,1,model.2.cv2.conv,Conv2d,0.0508188802190125,0.048767998814582825,48,32,32,160,160,0.062119999341666676,fp16,0.09473431399965193,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc4,0xb06d1a39bf5844d9,CaskConvolution,50,160
200,,1,160,32,1,model.2.cv2.conv,Conv2d,0.04321520011872053,0.0360959991812706,48,32,8,160,160,0.06982880197465417,fp16,0.09232033299849718,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,32,1,model.2.cv2.conv,Conv2d,0.041083999909460545,0.038416000083088875,48,32,16,160,160,0.05748160090297457,fp16,0.09249506299966015,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,32,1,model.2.cv2.conv,Conv2d,0.04870752012357116,0.04649600014090538,48,32,24,160,160,0.061449598520994186,fp16,0.09647367999787093,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc8,0x3c1c5eb4bfc9a68c,CaskConvolution,50,160
200,,1,160,32,1,model.2.cv2.conv,Conv2d,0.05508063979446888,0.05119999870657921,48,32,32,160,160,0.07998719774186608,fp16,0.09486797599674901,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x39a3504f7eeb810b,CaskConvolution,50,160
200,,1,160,48,1,model.2.cv2.conv,Conv2d,0.05690560007467866,0.055776000022888184,48,32,8,160,160,0.0655359998345375,fp16,1.1697791430015059,,,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x65290447171854c8,CaskConvolution,50,160
200,,1,160,48,1,model.2.cv2.conv,Conv2d,0.055538559928536416,0.05411199852824211,48,32,16,160,160,0.06538399867713451,fp16,1.1600005039981625,,,,success,1,volta_hcudnn_128x128_relu_interior_nn_v1,0x0ccb6665868f9bd5,CaskConvolution,50,160
200,,1,160,48,1,model.2.cv2.conv,Conv2d,0.0589222402125597,0.057679999619722366,48,32,24,160,160,0.06387200206518173,fp16,1.134955348999938,,,,success,1,volta_hcudnn_128x128_relu_interior_nn_v1,0x0ccb6665868f9bd5,CaskConvolution,50,160
200,,1,160,48,1,model.2.cv2.conv,Conv2d,0.0747068801522255,0.07153600081801414,48,32,32,160,160,0.08938240222632883,fp16,1.1072703009995166,0.07379200309515,0.031536600471629164,,success,1,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x5d2e9761256bbcd1,CaskConvolution,50,160
200,,1,160,8,3,model.3.conv,Conv2d,0.027844480201601983,0.02457600086927414,32,64,16,80,80,0.04721440151333791,fp16,0.7662274089998391,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc4,0x886d7923447c7828,CaskConvolution,50,160
200,,1,160,8,3,model.3.conv,Conv2d,0.031304640043526885,0.028144000098109245,32,64,32,80,80,0.053095998242497444,fp16,0.7676928920009232,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc4,0x8dd277d8855e5faf,CaskConvolution,50,160
200,,1,160,8,3,model.3.conv,Conv2d,0.027377119977027176,0.02611199952661991,32,64,48,80,80,0.03483040053397417,fp16,0.7699210310020135,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x041c3dae44ed9a7d,CaskConvolution,50,160
200,,1,160,8,3,model.3.conv,Conv2d,0.031044799834489822,0.02691200003027916,32,64,64,80,80,0.06162399835884565,fp16,0.7864371489995392,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna8_alignc8,0x39a3504f7eeb810b,CaskConvolution,50,160
200,,1,160,16,3,model.3.conv,Conv2d,0.027732000043615698,0.02363200020045042,32,64,16,80,80,0.04778399839997289,fp16,0.7386189169992576,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc2,0xbc046a442b052bbc,CaskConvolution,50,160
200,,1,160,16,3,model.3.conv,Conv2d,0.027723520221188666,0.02457600086927414,32,64,32,80,80,0.048688001744449136,fp16,0.7291271390022303,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc8,0xc5917dd3c56d6621,CaskConvolution,50,160
200,,1,160,16,3,model.3.conv,Conv2d,0.02928368005901575,0.028351999819278717,32,64,48,80,80,0.03491840064525601,fp16,0.7299671430009766,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc8,0xc5917dd3c56d6621,CaskConvolution,50,160
200,,1,160,16,3,model.3.conv,Conv2d,0.031128479856997727,0.030719999223947525,32,64,64,80,80,0.034742399863898744,fp16,0.720533225001418,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc8,0xc5917dd3c56d6621,CaskConvolution,50,160
200,,1,160,24,3,model.3.conv,Conv2d,0.030149439973756673,0.027135999873280525,32,64,16,80,80,0.04998080134391772,fp16,0.7406450160015083,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4,0x33509f977ccad5d4,CaskConvolution,50,160
200,,1,160,24,3,model.3.conv,Conv2d,0.03265775984153151,0.03062400035560131,32,64,32,80,80,0.04410719908773892,fp16,0.7258576749991335,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4,0x49e0395ec5fc8474,CaskConvolution,50,160
200,,1,160,24,3,model.3.conv,Conv2d,0.0397083200328052,0.03815999999642372,32,64,48,80,80,0.04505600035190582,fp16,0.7174319750010909,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc8,0xc5917dd3c56d6621,CaskConvolution,50,160
200,,1,160,24,3,model.3.conv,Conv2d,0.04638943990692496,0.043007999658584595,32,64,64,80,80,0.05959680136293166,fp16,0.7093605469999602,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc8,0xc5917dd3c56d6621,CaskConvolution,50,160
200,,1,160,32,3,model.3.conv,Conv2d,0.028817440019920468,0.027103999629616737,32,64,8,80,80,0.03845760170370338,fp16,0.7528235489990038,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4,0x33509f977ccad5d4,CaskConvolution,50,160
200,,1,160,32,3,model.3.conv,Conv2d,0.02987552009522915,0.028672000393271446,32,64,16,80,80,0.037076798640191526,fp16,0.7232598350019543,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4,0x33509f977ccad5d4,CaskConvolution,50,160
200,,1,160,32,3,model.3.conv,Conv2d,0.034040479939430955,0.03276799991726875,32,64,24,80,80,0.038607999496161935,fp16,0.7518695089966059,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc8,0xc5917dd3c56d6621,CaskConvolution,50,160
200,,1,160,32,3,model.3.conv,Conv2d,0.03951776022091508,0.03755199909210205,32,64,32,80,80,0.051206398755311966,fp16,0.7120259590010392,,,,success,2,sm75_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc8,0xc5917dd3c56d6621,CaskConvolution,50,160
