epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,290.647,0.98157,0.57881,0.91972,0.95737,0.93685,0.97557,0.74744,0.83863,0.50319,0.91022,0.000406,0.000406,0.000406
32,300.041,0.98299,0.57411,0.92001,0.96346,0.94057,0.97909,0.72276,0.9177,0.5037,0.92364,0.0003862,0.0003862,0.0003862
33,309.304,1.00885,0.58889,0.9235,0.96852,0.92486,0.97413,0.59158,1.34841,0.59364,1.03143,0.0003664,0.0003664,0.0003664
34,318.697,0.96238,0.57329,0.91468,0.9495,0.94662,0.97434,0.73346,0.87513,0.48907,0.91437,0.0003466,0.0003466,0.0003466
35,328.026,0.95726,0.5647,0.9131,0.96287,0.94067,0.97772,0.748,0.85715,0.47656,0.90824,0.0003268,0.0003268,0.0003268
36,337.361,0.98472,0.57184,0.91555,0.96437,0.93806,0.97912,0.74563,0.86389,0.48833,0.90683,0.000307,0.000307,0.000307
37,346.74,0.99274,0.56545,0.91962,0.96567,0.94072,0.979,0.66161,1.11338,0.52721,0.96405,0.0002872,0.0002872,0.0002872
38,356.061,0.95786,0.56227,0.91869,0.95903,0.9438,0.98094,0.69736,1.01069,0.50469,0.93457,0.0002674,0.0002674,0.0002674
39,365.481,0.95989,0.56061,0.9133,0.9715,0.93489,0.97865,0.75653,0.82403,0.46483,0.90044,0.0002476,0.0002476,0.0002476
40,374.857,0.9576,0.55678,0.91084,0.9658,0.9469,0.97977,0.74724,0.85787,0.47275,0.90808,0.0002278,0.0002278,0.0002278
41,386.1,0.86224,0.48324,0.91008,0.95757,0.94549,0.97868,0.7408,0.85227,0.48501,0.90504,0.000208,0.000208,0.000208
42,395.692,0.91638,0.49308,0.91807,0.96468,0.94264,0.9776,0.72074,0.90761,0.49051,0.91794,0.0001882,0.0001882,0.0001882
43,404.752,0.85995,0.46997,0.9101,0.95689,0.95215,0.97768,0.75346,0.82639,0.46291,0.90013,0.0001684,0.0001684,0.0001684
44,413.666,0.86145,0.46881,0.91097,0.96883,0.94522,0.9793,0.73699,0.87531,0.47114,0.91033,0.0001486,0.0001486,0.0001486
45,422.869,0.86414,0.46304,0.90623,0.96858,0.94205,0.97796,0.75174,0.83076,0.46225,0.9014,0.0001288,0.0001288,0.0001288
46,431.895,0.84904,0.45461,0.90615,0.97332,0.94928,0.98011,0.69736,1.00308,0.4899,0.93812,0.000109,0.000109,0.000109
47,440.877,0.84483,0.4588,0.90579,0.96229,0.96055,0.98189,0.71412,0.95508,0.47749,0.92434,8.92e-05,8.92e-05,8.92e-05
48,450.014,0.83392,0.44692,0.9028,0.96845,0.95226,0.98068,0.76069,0.81764,0.44006,0.89854,6.94e-05,6.94e-05,6.94e-05
49,458.986,0.83395,0.44449,0.90023,0.96734,0.95884,0.98219,0.7462,0.87087,0.45342,0.90925,4.96e-05,4.96e-05,4.96e-05
50,468.014,0.82047,0.43941,0.90109,0.96228,0.96149,0.98187,0.76595,0.79886,0.43646,0.89519,2.98e-05,2.98e-05,2.98e-05
