name,source_checkpoint,engine,input_shape,output_shape_before_export,class_count,class_names,precision,dynamic,batch_size,parameters,counted_parameters,macs,gmacs,flops_estimate,gflops_estimate,gpu_name,torch_version,cuda_version,tensorrt_version,ultralytics_version
p10_direct,outputs/finetune_direct_fair/p10_adamw_exact/weights/best.pt,outputs/tensorrt_fp16/p10_direct/model.engine,"[1, 3, 640, 640]","[1, 10, 8400]",6,"['open', 'short', 'mousebite', 'spur', 'copper', 'pin-hole']",fp16,False,1,2416871,2416871,3269461600,3.2694616,6538923200,6.5389232,Tesla T4,2.10.0+cu128,12.8,10.16.1.11,8.4.115
