name,source_checkpoint,engine,input_shape,output_shape_before_export,class_count,class_names,precision,dynamic,batch_size,parameters,counted_parameters,macs,gmacs,flops_estimate,gflops_estimate,gpu_name,torch_version,cuda_version,tensorrt_version,ultralytics_version
p40_a8_kd_baseline_teacher_ext,outputs/finetune_direct/p40_a8_kd_baseline_teacher_ext/weights/best.pt,outputs/tensorrt_recheck/p40_a8_kd_baseline_teacher_ext/model.engine,"[1, 3, 640, 640]","[1, 10, 8400]",6,"['open', 'short', 'mousebite', 'spur', 'copper', 'pin-hole']",fp16,False,1,903466,903466,1121237600,1.1212376,2242475200,2.2424752,Tesla T4,2.10.0+cu128,12.8,10.16.1.11,8.4.115
