name,source_checkpoint,engine,input_shape,output_shape_before_export,class_count,class_names,precision,dynamic,batch_size,parameters,counted_parameters,macs,gmacs,flops_estimate,gflops_estimate,gpu_name,torch_version,cuda_version,tensorrt_version,ultralytics_version
p40_block,outputs/pruning_hw/p40_block_v2/p40/pruned.pt,outputs/pruning_hw/tensorrt_gate/p40_block/model.engine,"[1, 3, 640, 640]","[1, 10, 8400]",6,"['open', 'short', 'mousebite', 'spur', 'copper', 'pin-hole']",fp16,False,1,1131930,1131930,1420712800,1.4207128,2841425600,2.8414256,Tesla T4,2.10.0+cu128,12.8,10.16.1.11,8.4.115
