name,source_checkpoint,engine,input_shape,output_shape_before_export,class_count,class_names,precision,dynamic,batch_size,parameters,counted_parameters,macs,gmacs,flops_estimate,gflops_estimate,gpu_name,torch_version,cuda_version,tensorrt_version,ultralytics_version
baseline,outputs/train/baseline/weights/best.pt,outputs/halp/tensorrt_m05_comparison/baseline/model.engine,"[1, 3, 640, 640]","[1, 10, 8400]",6,"['open', 'short', 'mousebite', 'spur', 'copper', 'pin-hole']",fp16,False,1,3012018,3012018,4073266400,4.0732664,8146532800,8.1465328,Tesla T4,2.10.0+cu128,12.8,10.16.1.11,8.4.115
